File,Base complexity,Predicates with operators,Nested levels,Complex code structures,Third-Party calls,Inter_dependencies,Intra_dependencies,Log
filtered/django__django/django/contrib/messages/storage/cookie.py,37,6,7,5,6,0,8,filtered_results/filtered_django__django_django_contrib_messages_storage_cookie.py.log
filtered/django__django/django/utils/html.py,58,12,11,27,33,0,23,filtered_results/filtered_django__django_django_utils_html.py.log
filtered/django__django/django/utils/numberformat.py,19,10,11,3,4,0,1,filtered_results/filtered_django__django_django_utils_numberformat.py.log
filtered/django__django/django/contrib/auth/forms.py,60,14,3,8,67,0,7,filtered_results/filtered_django__django_django_contrib_auth_forms.py.log
filtered/django__django/django/contrib/sitemaps/__init__.py,44,13,11,8,13,0,19,filtered_results/filtered_django__django_django_contrib_sitemaps___init__.py.log
filtered/django__django/django/core/cache/backends/filebased.py,29,6,0,2,26,0,22,filtered_results/filtered_django__django_django_core_cache_backends_filebased.py.log
filtered/django__django/django/contrib/admin/templatetags/admin_modify.py,20,4,12,14,3,3,0,filtered_results/filtered_django__django_django_contrib_admin_templatetags_admin_modify.py.log
filtered/django__django/django/db/migrations/operations/fields.py,71,16,6,27,2,0,7,filtered_results/filtered_django__django_django_db_migrations_operations_fields.py.log
filtered/django__django/django/template/defaultfilters.py,220,28,6,185,68,1,11,filtered_results/filtered_django__django_django_template_defaultfilters.py.log
filtered/django__django/django/db/migrations/serializer.py,81,10,4,19,7,0,17,filtered_results/filtered_django__django_django_db_migrations_serializer.py.log
filtered/matplotlib__matplotlib/lib/matplotlib/figure.py,314,135,90,117,67,40,102,filtered_results/filtered_matplotlib__matplotlib_lib_matplotlib_figure.py.log
filtered/matplotlib__matplotlib/lib/matplotlib/axis.py,376,142,45,149,38,43,171,filtered_results/filtered_matplotlib__matplotlib_lib_matplotlib_axis.py.log
filtered/matplotlib__matplotlib/lib/matplotlib/offsetbox.py,183,52,20,91,42,13,83,filtered_results/filtered_matplotlib__matplotlib_lib_matplotlib_offsetbox.py.log
filtered/matplotlib__matplotlib/lib/matplotlib/offsetbox.py,183,52,20,81,36,13,83,filtered_results/filtered_matplotlib__matplotlib_lib_matplotlib_offsetbox.py.log
filtered/matplotlib__matplotlib/lib/matplotlib/colorbar.py,192,87,34,125,79,16,94,filtered_results/filtered_matplotlib__matplotlib_lib_matplotlib_colorbar.py.log
filtered/mwaskom__seaborn/seaborn/_core/scales.py,125,53,20,25,81,0,32,filtered_results/filtered_mwaskom__seaborn_seaborn__core_scales.py.log
filtered/psf__requests/requests/sessions.py,53,23,19,8,4,34,25,filtered_results/filtered_psf__requests_requests_sessions.py.log
filtered/psf__requests/requests/sessions.py,62,30,19,9,4,39,29,filtered_results/filtered_psf__requests_requests_sessions.py.log
filtered/psf__requests/requests/adapters.py,41,10,6,2,0,25,9,filtered_results/filtered_psf__requests_requests_adapters.py.log
filtered/psf__requests/requests/models.py,131,48,65,31,6,59,11,filtered_results/filtered_psf__requests_requests_models.py.log
filtered/pylint-dev__pylint/pylint/config/config_initialization.py,12,3,1,1,7,0,0,filtered_results/filtered_pylint-dev__pylint_pylint_config_config_initialization.py.log
filtered/pylint-dev__pylint/pylint/lint/expand_modules.py,24,8,18,4,29,0,7,filtered_results/filtered_pylint-dev__pylint_pylint_lint_expand_modules.py.log
filtered/scikit-learn__scikit-learn/sklearn/decomposition/kernel_pca.py,19,8,1,2,10,6,10,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_decomposition_kernel_pca.py.log
filtered/scikit-learn__scikit-learn/sklearn/feature_selection/mutual_info_.py,24,10,6,4,42,9,7,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_feature_selection_mutual_info_.py.log
filtered/scikit-learn__scikit-learn/sklearn/ensemble/voting.py,24,15,4,16,10,12,8,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_ensemble_voting.py.log
filtered/scikit-learn__scikit-learn/sklearn/linear_model/logistic.py,111,92,49,44,77,50,20,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_linear_model_logistic.py.log
filtered/scikit-learn__scikit-learn/sklearn/neighbors/nca.py,34,23,24,3,19,16,2,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_neighbors_nca.py.log
filtered/scikit-learn__scikit-learn/sklearn/cluster/_affinity_propagation.py,29,14,9,9,49,5,4,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_cluster__affinity_propagation.py.log
filtered/scikit-learn__scikit-learn/sklearn/metrics/cluster/_supervised.py,31,16,1,6,40,9,30,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_metrics_cluster__supervised.py.log
filtered/scikit-learn__scikit-learn/sklearn/compose/_column_transformer.py,83,32,23,53,23,23,30,filtered_results/filtered_scikit-learn__scikit-learn_sklearn_compose__column_transformer.py.log
filtered/sympy__sympy/sympy/integrals/intpoly.py,114,43,101,27,46,0,25,filtered_results/filtered_sympy__sympy_sympy_integrals_intpoly.py.log
filtered/sympy__sympy/sympy/core/numbers.py,906,236,199,142,83,197,59,filtered_results/filtered_sympy__sympy_sympy_core_numbers.py.log
filtered/sympy__sympy/sympy/functions/elementary/hyperbolic.py,306,138,78,67,235,2,13,filtered_results/filtered_sympy__sympy_sympy_functions_elementary_hyperbolic.py.log
filtered/sympy__sympy/sympy/matrices/common.py,224,115,26,173,58,0,103,filtered_results/filtered_sympy__sympy_sympy_matrices_common.py.log
filtered/sympy__sympy/sympy/core/numbers.py,899,231,196,142,83,190,58,filtered_results/filtered_sympy__sympy_sympy_core_numbers.py.log
filtered/sympy__sympy/sympy/printing/latex.py,378,180,89,122,28,5,100,filtered_results/filtered_sympy__sympy_sympy_printing_latex.py.log
filtered/sympy__sympy/sympy/printing/latex.py,402,196,107,135,30,5,100,filtered_results/filtered_sympy__sympy_sympy_printing_latex.py.log
filtered/sympy__sympy/sympy/printing/pretty/pretty.py,406,144,116,92,72,423,113,filtered_results/filtered_sympy__sympy_sympy_printing_pretty_pretty.py.log
filtered/sympy__sympy/sympy/printing/mathematica.py,27,3,4,77,3,0,0,filtered_results/filtered_sympy__sympy_sympy_printing_mathematica.py.log
filtered/sympy__sympy/sympy/printing/pretty/pretty.py,428,154,127,96,539,0,118,filtered_results/filtered_sympy__sympy_sympy_printing_pretty_pretty.py.log
filtered/sympy__sympy/sympy/simplify/fu.py,229,166,235,85,208,0,59,filtered_results/filtered_sympy__sympy_sympy_simplify_fu.py.log
filtered/sympy__sympy/sympy/geometry/point.py,106,43,6,88,90,3,7,filtered_results/filtered_sympy__sympy_sympy_geometry_point.py.log
filtered/sympy__sympy/sympy/solvers/diophantine.py,467,253,324,156,207,0,171,filtered_results/filtered_sympy__sympy_sympy_solvers_diophantine.py.log
filtered/sympy__sympy/sympy/core/basic.py,233,74,103,109,21,17,43,filtered_results/filtered_sympy__sympy_sympy_core_basic.py.log
filtered/sympy__sympy/sympy/matrices/expressions/blockmatrix.py,103,35,26,92,45,0,8,filtered_results/filtered_sympy__sympy_sympy_matrices_expressions_blockmatrix.py.log
filtered/sympy__sympy/sympy/physics/units/util.py,26,10,18,28,14,0,6,filtered_results/filtered_sympy__sympy_sympy_physics_units_util.py.log
filtered/sympy__sympy/sympy/printing/pretty/pretty.py,465,166,136,101,551,0,150,filtered_results/filtered_sympy__sympy_sympy_printing_pretty_pretty.py.log
filtered/sympy__sympy/sympy/polys/monomials.py,85,29,46,31,23,0,34,filtered_results/filtered_sympy__sympy_sympy_polys_monomials.py.log
filtered/sympy__sympy/sympy/printing/pretty/pretty.py,486,168,137,104,575,0,163,filtered_results/filtered_sympy__sympy_sympy_printing_pretty_pretty.py.log
filtered/sympy__sympy/sympy/physics/units/unitsystem.py,58,8,8,19,1,2,19,filtered_results/filtered_sympy__sympy_sympy_physics_units_unitsystem.py.log
filtered/sympy__sympy/sympy/physics/quantum/tensorproduct.py,73,17,50,24,29,0,13,filtered_results/filtered_sympy__sympy_sympy_physics_quantum_tensorproduct.py.log
filtered/sympy__sympy/sympy/physics/units/unitsystem.py,58,8,8,19,1,3,20,filtered_results/filtered_sympy__sympy_sympy_physics_units_unitsystem.py.log
filtered/sympy__sympy/sympy/physics/units/prefixes.py,66,10,9,9,7,0,0,filtered_results/filtered_sympy__sympy_sympy_physics_units_prefixes.py.log
