File,Base complexity,Predicates with operators,Nested levels,Complex code structures,Third-Party calls,Inter_dependencies,Intra_dependencies,Log
src/sqlfluff/core/parser/lexer.py,66,20,61,26,2,13,17,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_lexer.py.log
src/sqlfluff/core/parser/segments/base.py,171,57,107,100,11,16,24,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_segments_base.py.log
src/sqlfluff/core/templaters/slicers/tracer.py,49,33,33,24,8,6,21,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_slicers_tracer.py.log
src/sqlfluff/rules/L009.py,7,4,1,7,0,11,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L009.py.log
plugins/sqlfluff-templater-dbt/sqlfluff_templater_dbt/templater.py,68,23,17,25,24,15,11,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/plugins_sqlfluff-templater-dbt_sqlfluff_templater_dbt_templater.py.log
src/sqlfluff/core/templaters/base.py,56,34,25,11,2,0,5,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_base.py.log
src/sqlfluff/core/templaters/jinja.py,53,10,26,20,5,8,14,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_jinja.py.log
src/sqlfluff/core/rules/analysis/select.py,24,15,31,9,0,0,3,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_analysis_select.py.log
src/sqlfluff/core/rules/reference.py,7,4,3,1,0,0,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_reference.py.log
src/sqlfluff/dialects/dialect_ansi.py,143,6,2,273,0,1230,8,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_dialects_dialect_ansi.py.log
src/sqlfluff/dialects/dialect_bigquery.py,45,5,1,87,1,352,2,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_dialects_dialect_bigquery.py.log
src/sqlfluff/rules/L025.py,15,4,10,14,5,9,2,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L025.py.log
src/sqlfluff/rules/L026.py,26,7,16,25,4,6,8,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L026.py.log
src/sqlfluff/core/parser/__init__.py,1,0,0,0,0,0,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser___init__.py.log
src/sqlfluff/core/parser/grammar/__init__.py,1,0,0,0,0,0,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar___init__.py.log
src/sqlfluff/core/parser/grammar/anyof.py,31,13,17,15,0,14,5,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_anyof.py.log
src/sqlfluff/rules/L060.py,5,2,0,4,0,3,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L060.py.log
src/sqlfluff/core/linter/common.py,7,0,0,0,0,0,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_common.py.log
src/sqlfluff/core/linter/linter.py,104,32,77,62,34,25,15,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log
src/sqlfluff/core/templaters/jinja.py,49,10,26,20,5,8,14,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_jinja.py.log
src/sqlfluff/core/errors.py,29,2,0,9,0,0,9,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_errors.py.log
src/sqlfluff/core/parser/markers.py,27,3,0,23,1,2,10,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_markers.py.log
src/sqlfluff/rules/L027.py,9,6,3,7,1,1,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L027.py.log
src/sqlfluff/cli/commands.py,97,38,33,93,132,41,31,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log
src/sqlfluff/cli/formatters.py,50,16,13,12,7,18,24,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log
src/sqlfluff/core/linter/linter.py,112,35,105,69,34,27,18,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log
src/sqlfluff/core/parser/lexer.py,57,18,41,11,5,13,9,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_lexer.py.log
src/sqlfluff/core/rules/std/L036.py,22,12,20,13,0,7,3,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L036.py.log
plugins/sqlfluff-plugin-example/src/example/rules.py,14,1,3,13,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/plugins_sqlfluff-plugin-example_src_example_rules.py.log
src/sqlfluff/core/linter.py,172,55,99,92,28,14,27,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter.py.log
src/sqlfluff/core/rules/base.py,80,30,18,39,7,6,4,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_base.py.log
src/sqlfluff/core/rules/std/L001.py,5,1,1,4,0,3,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L001.py.log
src/sqlfluff/core/rules/std/L002.py,6,2,3,6,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L002.py.log
src/sqlfluff/core/rules/std/L003.py,69,38,59,36,0,22,13,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L003.py.log
src/sqlfluff/core/rules/std/L004.py,6,3,1,7,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L004.py.log
src/sqlfluff/core/rules/std/L005.py,5,2,1,3,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L005.py.log
src/sqlfluff/core/rules/std/L006.py,29,7,22,10,0,5,4,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L006.py.log
src/sqlfluff/core/rules/std/L007.py,12,3,10,2,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L007.py.log
src/sqlfluff/core/rules/std/L008.py,7,4,2,5,0,4,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L008.py.log
src/sqlfluff/core/rules/std/L009.py,8,4,1,4,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L009.py.log
src/sqlfluff/core/rules/std/L010.py,20,17,7,19,2,7,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L010.py.log
src/sqlfluff/core/rules/std/L011.py,8,5,9,7,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L011.py.log
src/sqlfluff/core/rules/std/L013.py,8,4,10,6,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L013.py.log
src/sqlfluff/core/rules/std/L015.py,8,4,9,5,0,4,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L015.py.log
src/sqlfluff/core/rules/std/L017.py,11,2,9,4,0,4,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L017.py.log
src/sqlfluff/core/rules/std/L018.py,21,8,24,16,0,8,2,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L018.py.log
src/sqlfluff/core/rules/std/L019.py,20,5,16,15,0,10,3,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L019.py.log
src/sqlfluff/core/rules/std/L020.py,9,2,5,1,1,2,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L020.py.log
src/sqlfluff/core/rules/std/L021.py,8,3,5,0,0,1,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L021.py.log
src/sqlfluff/core/rules/std/L022.py,26,15,42,10,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L022.py.log
src/sqlfluff/core/rules/std/L023.py,10,5,18,10,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L023.py.log
src/sqlfluff/core/rules/std/L029.py,4,1,0,3,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L029.py.log
src/sqlfluff/core/rules/std/L031.py,22,8,19,14,2,3,2,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L031.py.log
src/sqlfluff/core/rules/std/L032.py,7,1,3,1,0,1,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L032.py.log
src/sqlfluff/core/rules/std/L033.py,5,2,1,2,0,3,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L033.py.log
src/sqlfluff/core/rules/std/L034.py,19,9,25,14,1,2,3,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L034.py.log
src/sqlfluff/core/rules/std/L035.py,9,3,11,3,0,4,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L035.py.log
src/sqlfluff/core/rules/std/L037.py,12,4,5,10,0,2,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L037.py.log
src/sqlfluff/core/rules/std/L038.py,10,3,8,8,0,4,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L038.py.log
src/sqlfluff/core/rules/std/L039.py,11,2,5,4,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L039.py.log
src/sqlfluff/core/rules/std/L041.py,7,4,3,9,0,4,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L041.py.log
src/sqlfluff/core/rules/std/L042.py,9,2,10,7,0,1,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L042.py.log
src/sqlfluff/core/rules/std/L043.py,18,12,25,13,0,4,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L043.py.log
src/sqlfluff/core/rules/std/L044.py,22,2,11,0,0,4,5,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L044.py.log
src/sqlfluff/core/rules/std/L045.py,10,1,6,4,0,3,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_std_L045.py.log
src/sqlfluff/core/errors.py,32,4,0,6,0,0,12,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_errors.py.log
src/sqlfluff/cli/commands.py,92,37,29,106,136,20,30,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log
src/sqlfluff/cli/click_deprecated_option.py,16,3,1,0,3,0,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_click_deprecated_option.py.log
src/sqlfluff/core/linter/linter.py,115,38,109,69,32,30,18,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log
src/sqlfluff/core/errors.py,32,5,0,9,0,0,8,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_errors.py.log
src/sqlfluff/core/linter/linted_file.py,59,28,22,40,12,1,9,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linted_file.py.log
src/sqlfluff/core/templaters/placeholder.py,11,6,2,3,12,8,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_placeholder.py.log
src/sqlfluff/cli/commands.py,97,39,33,93,132,41,31,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log
src/sqlfluff/cli/formatters.py,50,16,13,12,7,18,24,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log
src/sqlfluff/cli/outputstream.py,21,2,1,0,2,0,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_outputstream.py.log
src/sqlfluff/rules/L065.py,9,3,1,9,0,12,4,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L065.py.log
src/sqlfluff/core/parser/segments/base.py,200,59,119,139,23,16,34,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_segments_base.py.log
src/sqlfluff/rules/L028.py,23,20,21,20,0,15,5,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L028.py.log
src/sqlfluff/rules/L042.py,47,16,34,29,6,27,15,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L042.py.log
src/sqlfluff/utils/analysis/select_crawler.py,52,22,40,32,6,8,8,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_utils_analysis_select_crawler.py.log
src/sqlfluff/cli/commands.py,87,37,28,95,130,19,26,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log
src/sqlfluff/cli/formatters.py,80,27,28,19,13,9,50,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log
src/sqlfluff/core/linter/linter.py,115,38,108,68,35,28,18,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log
src/sqlfluff/cli/__init__.py,1,0,0,0,0,0,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli___init__.py.log
src/sqlfluff/cli/commands.py,84,37,25,92,126,19,26,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log
src/sqlfluff/cli/formatters.py,79,26,28,19,13,9,48,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_formatters.py.log
src/sqlfluff/core/linter/linting_result.py,42,2,19,24,2,2,5,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linting_result.py.log
src/sqlfluff/rules/L031.py,23,9,20,14,2,3,2,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L031.py.log
src/sqlfluff/rules/L039.py,10,2,5,4,0,3,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L039.py.log
src/sqlfluff/core/templaters/base.py,58,37,24,14,3,0,5,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_templaters_base.py.log
src/sqlfluff/core/parser/helpers.py,10,4,3,1,0,2,3,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_helpers.py.log
src/sqlfluff/core/linter/linted_file.py,52,27,20,30,8,3,7,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linted_file.py.log
src/sqlfluff/cli/commands.py,113,48,33,116,145,22,37,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log
src/sqlfluff/core/linter/linter.py,119,40,135,66,35,26,22,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log
src/sqlfluff/rules/layout/LT12.py,14,5,4,7,0,12,2,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_layout_LT12.py.log
src/sqlfluff/utils/reflow/sequence.py,40,16,16,37,5,25,6,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_utils_reflow_sequence.py.log
src/sqlfluff/rules/L027.py,7,4,2,3,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L027.py.log
src/sqlfluff/core/parser/segments/base.py,175,68,99,113,13,18,31,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_segments_base.py.log
src/sqlfluff/core/parser/grammar/base.py,72,15,35,25,3,18,9,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_base.py.log
src/sqlfluff/core/parser/grammar/greedy.py,7,0,0,2,0,2,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_greedy.py.log
src/sqlfluff/core/parser/grammar/sequence.py,55,24,36,20,5,32,6,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_grammar_sequence.py.log
src/sqlfluff/core/parser/match_logging.py,14,2,0,2,0,0,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_parser_match_logging.py.log
src/sqlfluff/core/rules/analysis/select_crawler.py,44,19,38,25,5,6,8,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_rules_analysis_select_crawler.py.log
src/sqlfluff/rules/L045.py,10,0,6,3,0,2,1,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_rules_L045.py.log
src/sqlfluff/cli/commands.py,93,37,28,94,145,39,32,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_cli_commands.py.log
src/sqlfluff/core/config.py,106,31,36,53,27,6,36,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_config.py.log
src/sqlfluff/core/linter/linter.py,103,31,83,63,34,25,15,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_sqlfluff_core_linter_linter.py.log
src/marshmallow/fields.py,201,57,32,16,11,31,59,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_fields.py.log
src/marshmallow/schema.py,108,35,50,24,15,19,47,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_schema.py.log
src/marshmallow/utils.py,77,21,1,14,20,7,11,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_utils.py.log
src/marshmallow/fields.py,213,81,35,28,17,36,60,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_fields.py.log
src/marshmallow/schema.py,105,33,49,23,15,19,46,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_schema.py.log
src/marshmallow/validate.py,67,22,5,8,5,24,17,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_validate.py.log
src/marshmallow/validate.py,83,26,10,17,8,21,17,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_validate.py.log
src/marshmallow/base.py,11,0,0,0,0,0,0,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/src_marshmallow_base.py.log
pvlib/tracking.py,21,7,0,15,26,37,4,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/pvlib_tracking.py.log
pvlib/forecast.py,59,19,5,22,11,12,34,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/pvlib_forecast.py.log
pvlib/modelchain.py,202,90,19,68,35,16,110,/home/yang/Benchmark//existing_benchmarks//swe-bench/83bf11bd2079f07fefe7558583f0548ac48874e5/pvlib_modelchain.py.log
