src/sqlfluff/cli/commands.py,{'num_tokens', 7513, 'lines_of_code', 903, 'num_conditions', 74, 'num_loops', 14, 'num_assignments', 137, 'num_max_nested_loop', 2, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 3, 'max_line_tokens', 26, 'num_of_variables', 67, 'num_of_arrays', 15, 'num_of_operators', 89, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.539963357791951}
src/sqlfluff/core/parser/lexer.py,{'num_tokens', 3371, 'lines_of_code', 383, 'num_conditions', 41, 'num_loops', 17, 'num_assignments', 94, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 2, 'max_line_tokens', 28, 'num_of_variables', 55, 'num_of_arrays', 14, 'num_of_operators', 54, 'num_of_missing_conditions', 2, 'num_of_nested_casting', 0, 'entropy', 7.414689935888981}
src/sqlfluff/core/parser/segments/base.py,{'num_tokens', 8787, 'lines_of_code', 878, 'num_conditions', 99, 'num_loops', 50, 'num_assignments', 134, 'num_max_nested_loop', 3, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 2, 'max_line_tokens', 27, 'num_of_variables', 84, 'num_of_arrays', 20, 'num_of_operators', 153, 'num_of_missing_conditions', 1, 'num_of_nested_casting', 0, 'entropy', 7.801707634929777}
src/sqlfluff/core/rules/base.py,{'num_tokens', 6734, 'lines_of_code', 618, 'num_conditions', 81, 'num_loops', 38, 'num_assignments', 138, 'num_max_nested_loop', 2, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 4, 'max_line_tokens', 34, 'num_of_variables', 91, 'num_of_arrays', 32, 'num_of_operators', 104, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.841454442917491}
src/sqlfluff/core/templaters/slicers/tracer.py,{'num_tokens', 3814, 'lines_of_code', 331, 'num_conditions', 42, 'num_loops', 7, 'num_assignments', 101, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 24, 'num_of_variables', 56, 'num_of_arrays', 15, 'num_of_operators', 94, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.51841020064211}
src/sqlfluff/rules/L009.py,{'num_tokens', 520, 'lines_of_code', 39, 'num_conditions', 4, 'num_loops', 1, 'num_assignments', 8, 'num_max_nested_loop', 0, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 17, 'num_of_variables', 8, 'num_of_arrays', 3, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.73726414348354}
plugins/sqlfluff-templater-dbt/sqlfluff_templater_dbt/templater.py,{'num_tokens', 3346, 'lines_of_code', 335, 'num_conditions', 34, 'num_loops', 11, 'num_assignments', 77, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 1, 'max_line_tokens', 21, 'num_of_variables', 56, 'num_of_arrays', 7, 'num_of_operators', 33, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.567216265926793}
src/sqlfluff/core/templaters/base.py,{'num_tokens', 2835, 'lines_of_code', 250, 'num_conditions', 36, 'num_loops', 13, 'num_assignments', 68, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 23, 'num_of_variables', 44, 'num_of_arrays', 7, 'num_of_operators', 90, 'num_of_missing_conditions', 1, 'num_of_nested_casting', 2, 'entropy', 7.425507913804365}
src/sqlfluff/core/templaters/jinja.py,{'num_tokens', 2612, 'lines_of_code', 255, 'num_conditions', 26, 'num_loops', 12, 'num_assignments', 52, 'num_max_nested_loop', 3, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 22, 'num_of_variables', 54, 'num_of_arrays', 7, 'num_of_operators', 15, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.474402875331272}
src/sqlfluff/core/rules/analysis/select.py,{'num_tokens', 895, 'lines_of_code', 101, 'num_conditions', 20, 'num_loops', 11, 'num_assignments', 27, 'num_max_nested_loop', 3, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 20, 'num_of_variables', 25, 'num_of_arrays', 8, 'num_of_operators', 22, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 3, 'entropy', 6.671682576666994}
src/sqlfluff/core/rules/reference.py,{'num_tokens', 253, 'lines_of_code', 16, 'num_conditions', 3, 'num_loops', 3, 'num_assignments', 0, 'num_max_nested_loop', 2, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 4, 'max_line_tokens', 25, 'num_of_variables', 2, 'num_of_arrays', 0, 'num_of_operators', 11, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.085933634365376}
src/sqlfluff/dialects/dialect_ansi.py,{'num_tokens', 19307, 'lines_of_code', 2196, 'num_conditions', 14, 'num_loops', 13, 'num_assignments', 290, 'num_max_nested_loop', 1, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 39, 'num_of_variables', 47, 'num_of_arrays', 21, 'num_of_operators', 26, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 4, 'entropy', 6.619810636166655}
src/sqlfluff/dialects/dialect_bigquery.py,{'num_tokens', 5621, 'lines_of_code', 685, 'num_conditions', 5, 'num_loops', 5, 'num_assignments', 84, 'num_max_nested_loop', 1, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 2, 'max_line_tokens', 58, 'num_of_variables', 17, 'num_of_arrays', 19, 'num_of_operators', 13, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 6.354483337635831}
src/sqlfluff/rules/L025.py,{'num_tokens', 650, 'lines_of_code', 71, 'num_conditions', 6, 'num_loops', 7, 'num_assignments', 12, 'num_max_nested_loop', 3, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 17, 'num_of_variables', 15, 'num_of_arrays', 3, 'num_of_operators', 9, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.837722268993678}
src/sqlfluff/rules/L026.py,{'num_tokens', 1154, 'lines_of_code', 111, 'num_conditions', 14, 'num_loops', 9, 'num_assignments', 19, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 21, 'num_of_variables', 24, 'num_of_arrays', 11, 'num_of_operators', 17, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.048984824813912}
src/sqlfluff/core/parser/__init__.py,{'num_tokens', 246, 'lines_of_code', 70, 'num_conditions', 0, 'num_loops', 0, 'num_assignments', 1, 'num_max_nested_loop', 0, 'num_max_nested_if', 0, 'num_max_conditions_in_if', 0, 'max_line_tokens', 12, 'num_of_variables', 1, 'num_of_arrays', 0, 'num_of_operators', 0, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 4.246794534510449}
src/sqlfluff/core/parser/grammar/__init__.py,{'num_tokens', 107, 'lines_of_code', 25, 'num_conditions', 0, 'num_loops', 0, 'num_assignments', 1, 'num_max_nested_loop', 0, 'num_max_nested_if', 0, 'num_max_conditions_in_if', 0, 'max_line_tokens', 10, 'num_of_variables', 1, 'num_of_arrays', 0, 'num_of_operators', 0, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 4.1120422843227225}
src/sqlfluff/core/parser/grammar/anyof.py,{'num_tokens', 1544, 'lines_of_code', 158, 'num_conditions', 17, 'num_loops', 9, 'num_assignments', 31, 'num_max_nested_loop', 2, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 2, 'max_line_tokens', 21, 'num_of_variables', 27, 'num_of_arrays', 5, 'num_of_operators', 29, 'num_of_missing_conditions', 1, 'num_of_nested_casting', 0, 'entropy', 7.159992604257735}
src/sqlfluff/rules/L060.py,{'num_tokens', 347, 'lines_of_code', 25, 'num_conditions', 2, 'num_loops', 0, 'num_assignments', 1, 'num_max_nested_loop', 0, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 1, 'max_line_tokens', 20, 'num_of_variables', 1, 'num_of_arrays', 2, 'num_of_operators', 2, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.964958221172197}
src/sqlfluff/core/linter/common.py,{'num_tokens', 456, 'lines_of_code', 49, 'num_conditions', 0, 'num_loops', 0, 'num_assignments', 25, 'num_max_nested_loop', 0, 'num_max_nested_if', 0, 'num_max_conditions_in_if', 0, 'max_line_tokens', 20, 'num_of_variables', 19, 'num_of_arrays', 0, 'num_of_operators', 0, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.57003690379186}
src/sqlfluff/core/linter/linter.py,{'num_tokens', 5825, 'lines_of_code', 725, 'num_conditions', 70, 'num_loops', 29, 'num_assignments', 143, 'num_max_nested_loop', 3, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 2, 'max_line_tokens', 29, 'num_of_variables', 107, 'num_of_arrays', 29, 'num_of_operators', 70, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.58251122215558}
src/sqlfluff/core/templaters/jinja.py,{'num_tokens', 2488, 'lines_of_code', 241, 'num_conditions', 26, 'num_loops', 12, 'num_assignments', 48, 'num_max_nested_loop', 3, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 22, 'num_of_variables', 52, 'num_of_arrays', 7, 'num_of_operators', 15, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.4831629961059045}
src/sqlfluff/core/rules/base.py,{'num_tokens', 6236, 'lines_of_code', 552, 'num_conditions', 69, 'num_loops', 35, 'num_assignments', 122, 'num_max_nested_loop', 1, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 3, 'max_line_tokens', 34, 'num_of_variables', 88, 'num_of_arrays', 31, 'num_of_operators', 86, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.814739121557706}
src/sqlfluff/core/errors.py,{'num_tokens', 1596, 'lines_of_code', 162, 'num_conditions', 12, 'num_loops', 4, 'num_assignments', 29, 'num_max_nested_loop', 0, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 1, 'max_line_tokens', 29, 'num_of_variables', 8, 'num_of_arrays', 1, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.754601860452457}
src/sqlfluff/core/parser/markers.py,{'num_tokens', 1542, 'lines_of_code', 152, 'num_conditions', 10, 'num_loops', 5, 'num_assignments', 13, 'num_max_nested_loop', 0, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 2, 'max_line_tokens', 24, 'num_of_variables', 13, 'num_of_arrays', 0, 'num_of_operators', 21, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.92842468630045}
src/sqlfluff/core/templaters/slicers/tracer.py,{'num_tokens', 4105, 'lines_of_code', 367, 'num_conditions', 46, 'num_loops', 6, 'num_assignments', 109, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 24, 'num_of_variables', 58, 'num_of_arrays', 14, 'num_of_operators', 98, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.541583261191793}
src/sqlfluff/rules/L027.py,{'num_tokens', 486, 'lines_of_code', 53, 'num_conditions', 6, 'num_loops', 2, 'num_assignments', 10, 'num_max_nested_loop', 1, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 3, 'max_line_tokens', 19, 'num_of_variables', 8, 'num_of_arrays', 3, 'num_of_operators', 12, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 6.8050457206392965}
src/sqlfluff/cli/commands.py,{'num_tokens', 6353, 'lines_of_code', 743, 'num_conditions', 64, 'num_loops', 14, 'num_assignments', 111, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 26, 'num_of_variables', 62, 'num_of_arrays', 14, 'num_of_operators', 68, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.48988436693194}
src/sqlfluff/cli/formatters.py,{'num_tokens', 2185, 'lines_of_code', 252, 'num_conditions', 32, 'num_loops', 7, 'num_assignments', 46, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 23, 'num_of_variables', 31, 'num_of_arrays', 7, 'num_of_operators', 48, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.872925915804572}
src/sqlfluff/core/linter/linter.py,{'num_tokens', 6751, 'lines_of_code', 768, 'num_conditions', 78, 'num_loops', 34, 'num_assignments', 153, 'num_max_nested_loop', 4, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 3, 'max_line_tokens', 29, 'num_of_variables', 114, 'num_of_arrays', 33, 'num_of_operators', 75, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.7460638628007255}
src/sqlfluff/core/dialects/dialect_ansi.py,
src/sqlfluff/core/parser/lexer.py,{'num_tokens', 2632, 'lines_of_code', 314, 'num_conditions', 27, 'num_loops', 12, 'num_assignments', 90, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 1, 'max_line_tokens', 34, 'num_of_variables', 52, 'num_of_arrays', 5, 'num_of_operators', 35, 'num_of_missing_conditions', 3, 'num_of_nested_casting', 0, 'entropy', 7.2814133080285535}
src/sqlfluff/core/rules/std/L036.py,{'num_tokens', 795, 'lines_of_code', 114, 'num_conditions', 19, 'num_loops', 5, 'num_assignments', 28, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 19, 'num_of_variables', 23, 'num_of_arrays', 5, 'num_of_operators', 36, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.513989957686565}
plugins/sqlfluff-plugin-example/src/example/rules.py,{'num_tokens', 396, 'lines_of_code', 47, 'num_conditions', 2, 'num_loops', 2, 'num_assignments', 3, 'num_max_nested_loop', 1, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 2, 'max_line_tokens', 19, 'num_of_variables', 4, 'num_of_arrays', 3, 'num_of_operators', 2, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.19462681386215}
src/sqlfluff/core/linter.py,{'num_tokens', 9061, 'lines_of_code', 956, 'num_conditions', 104, 'num_loops', 61, 'num_assignments', 218, 'num_max_nested_loop', 3, 'num_max_nested_if', 7, 'num_max_conditions_in_if', 2, 'max_line_tokens', 35, 'num_of_variables', 132, 'num_of_arrays', 39, 'num_of_operators', 118, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 4, 'entropy', 7.7780961795170125}
src/sqlfluff/core/rules/base.py,{'num_tokens', 4126, 'lines_of_code', 332, 'num_conditions', 47, 'num_loops', 21, 'num_assignments', 82, 'num_max_nested_loop', 1, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 3, 'max_line_tokens', 34, 'num_of_variables', 59, 'num_of_arrays', 20, 'num_of_operators', 60, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.700646823802045}
src/sqlfluff/core/rules/std/L001.py,{'num_tokens', 226, 'lines_of_code', 20, 'num_conditions', 1, 'num_loops', 2, 'num_assignments', 3, 'num_max_nested_loop', 1, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 3, 'max_line_tokens', 20, 'num_of_variables', 3, 'num_of_arrays', 2, 'num_of_operators', 6, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.982177867727485}
src/sqlfluff/core/rules/std/L002.py,{'num_tokens', 290, 'lines_of_code', 23, 'num_conditions', 3, 'num_loops', 0, 'num_assignments', 1, 'num_max_nested_loop', 0, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 19, 'num_of_variables', 1, 'num_of_arrays', 2, 'num_of_operators', 7, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.233880705465276}
src/sqlfluff/core/rules/std/L003.py,{'num_tokens', 3684, 'lines_of_code', 349, 'num_conditions', 54, 'num_loops', 17, 'num_assignments', 75, 'num_max_nested_loop', 2, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 5, 'max_line_tokens', 20, 'num_of_variables', 36, 'num_of_arrays', 16, 'num_of_operators', 82, 'num_of_missing_conditions', 1, 'num_of_nested_casting', 0, 'entropy', 7.334746938161175}
src/sqlfluff/core/rules/std/L004.py,{'num_tokens', 513, 'lines_of_code', 38, 'num_conditions', 5, 'num_loops', 0, 'num_assignments', 11, 'num_max_nested_loop', 0, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 4, 'max_line_tokens', 22, 'num_of_variables', 8, 'num_of_arrays', 3, 'num_of_operators', 20, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.5561821655975665}
src/sqlfluff/core/rules/std/L005.py,{'num_tokens', 226, 'lines_of_code', 17, 'num_conditions', 2, 'num_loops', 0, 'num_assignments', 2, 'num_max_nested_loop', 0, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 3, 'max_line_tokens', 17, 'num_of_variables', 2, 'num_of_arrays', 1, 'num_of_operators', 4, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.233762898695256}
src/sqlfluff/core/rules/std/L006.py,{'num_tokens', 934, 'lines_of_code', 113, 'num_conditions', 25, 'num_loops', 2, 'num_assignments', 20, 'num_max_nested_loop', 1, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 2, 'max_line_tokens', 19, 'num_of_variables', 15, 'num_of_arrays', 4, 'num_of_operators', 13, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 6.945146018024871}
src/sqlfluff/core/rules/std/L007.py,{'num_tokens', 468, 'lines_of_code', 23, 'num_conditions', 6, 'num_loops', 1, 'num_assignments', 5, 'num_max_nested_loop', 1, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 2, 'max_line_tokens', 20, 'num_of_variables', 3, 'num_of_arrays', 2, 'num_of_operators', 4, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.515049263811928}
src/sqlfluff/core/rules/std/L008.py,{'num_tokens', 350, 'lines_of_code', 20, 'num_conditions', 4, 'num_loops', 0, 'num_assignments', 4, 'num_max_nested_loop', 0, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 2, 'max_line_tokens', 20, 'num_of_variables', 4, 'num_of_arrays', 3, 'num_of_operators', 10, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.445351440702816}
src/sqlfluff/core/rules/std/L009.py,{'num_tokens', 301, 'lines_of_code', 23, 'num_conditions', 5, 'num_loops', 0, 'num_assignments', 3, 'num_max_nested_loop', 0, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 1, 'max_line_tokens', 19, 'num_of_variables', 3, 'num_of_arrays', 2, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.428900818812726}
src/sqlfluff/core/rules/std/L010.py,{'num_tokens', 1060, 'lines_of_code', 107, 'num_conditions', 19, 'num_loops', 3, 'num_assignments', 22, 'num_max_nested_loop', 0, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 2, 'max_line_tokens', 28, 'num_of_variables', 12, 'num_of_arrays', 12, 'num_of_operators', 19, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.611785484042671}
src/sqlfluff/core/rules/std/L011.py,{'num_tokens', 396, 'lines_of_code', 32, 'num_conditions', 5, 'num_loops', 1, 'num_assignments', 7, 'num_max_nested_loop', 0, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 1, 'max_line_tokens', 18, 'num_of_variables', 5, 'num_of_arrays', 4, 'num_of_operators', 9, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.353759990928509}
src/sqlfluff/core/rules/std/L013.py,{'num_tokens', 369, 'lines_of_code', 27, 'num_conditions', 6, 'num_loops', 3, 'num_assignments', 4, 'num_max_nested_loop', 0, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 1, 'max_line_tokens', 16, 'num_of_variables', 5, 'num_of_arrays', 1, 'num_of_operators', 6, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.55226126270048}
src/sqlfluff/core/rules/std/L015.py,{'num_tokens', 504, 'lines_of_code', 33, 'num_conditions', 5, 'num_loops', 0, 'num_assignments', 7, 'num_max_nested_loop', 0, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 2, 'max_line_tokens', 20, 'num_of_variables', 5, 'num_of_arrays', 3, 'num_of_operators', 11, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.744918743559678}
src/sqlfluff/core/rules/std/L017.py,{'num_tokens', 324, 'lines_of_code', 26, 'num_conditions', 5, 'num_loops', 4, 'num_assignments', 1, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 1, 'max_line_tokens', 16, 'num_of_variables', 4, 'num_of_arrays', 1, 'num_of_operators', 4, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.24294403702203}
src/sqlfluff/core/rules/std/L018.py,{'num_tokens', 719, 'lines_of_code', 87, 'num_conditions', 14, 'num_loops', 8, 'num_assignments', 17, 'num_max_nested_loop', 1, 'num_max_nested_if', 8, 'num_max_conditions_in_if', 1, 'max_line_tokens', 15, 'num_of_variables', 18, 'num_of_arrays', 11, 'num_of_operators', 17, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 6.691811063895333}
src/sqlfluff/core/rules/std/L019.py,{'num_tokens', 1068, 'lines_of_code', 92, 'num_conditions', 16, 'num_loops', 3, 'num_assignments', 16, 'num_max_nested_loop', 1, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 1, 'max_line_tokens', 16, 'num_of_variables', 10, 'num_of_arrays', 7, 'num_of_operators', 10, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.778679333450839}
src/sqlfluff/core/rules/std/L020.py,{'num_tokens', 349, 'lines_of_code', 43, 'num_conditions', 4, 'num_loops', 2, 'num_assignments', 3, 'num_max_nested_loop', 1, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 16, 'num_of_variables', 5, 'num_of_arrays', 1, 'num_of_operators', 3, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.472656788947548}
